threads,perf_high_affinity,perf_low_affinity
2,20897.4,23463.75
4,19233.45,23483.35
6,19100.65,22678.55
8,19509.15,23470.949999999997
10,18846.699999999997,22707.0
12,18810.699999999997,23223.699999999997
14,19035.7,22637.75
16,19018.55,22637.95
18,19300.45,22451.85
20,18569.15,23113.949999999997
22,19228.6,22048.8
24,18927.6,23034.2
26,19318.9,22146.95
28,19177.9,22854.050000000003
30,18639.35,22542.15
32,19051.55,23431.85
