threads,perf_high_affinity,perf_low_affinity
2,18097.75,18668.2
4,16333.8,18295.05
6,16370.8,18850.75
8,16022.9,18765.25
10,17155.949999999997,19855.050000000003
12,17403.35,19486.5
14,16971.25,18660.15
16,17375.65,19448.75
18,17337.55,19659.65
20,17247.15,19000.35
22,17201.699999999997,19157.7
24,17380.55,19136.75
26,17296.0,18963.95
28,17250.5,19855.0
30,17523.05,19382.5
32,17396.6,19516.5
