threads,perf_high_affinity,perf_low_affinity
2,170204.065,180050.07
4,154499.995,220458.835
6,178626.23,204342.625
8,178001.255,215238.585
10,177425.625,201798.635
12,179213.05,217872.335
14,177799.585,214498.89
16,178700.255,216004.84999999998
18,178229.28,212569.525
20,175233.315,203682.94
22,169914.22999999998,203920.57
24,169694.925,203224.85
26,170713.265,190508.245
28,170107.34,203402.63
30,164316.10499999998,197215.03999999998
32,168962.87,197448.9
